throttle,final_time_s,final_altitude_m,final_velocity_z_m_s,final_speed_m_s,final_fuel_mass_kg
0.0,2.0000000000000013,60.19056700000001,-29.613299999999967,29.613299999999967,800.0
0.5,2.0000000000000013,77.87286249775626,-12.102462888296467,12.102462888296467,797.5000000000023
1.0,2.0000000000000013,95.56976725945721,5.430084460827708,5.430084460827708,795.0000000000045
