throttle,status,reason,terminal_reason,final_altitude_m,final_velocity_z_m_s,final_speed_m_s,final_time_s,final_fuel_mass_kg
0.0,crashed,Touchdown velocity exceeded safe landing limits.,ground_contact,0.0,-45.500073000000185,45.500073000000185,3.6200000000000028,800.0
0.25,crashed,Touchdown velocity exceeded safe landing limits.,ground_contact,0.0,-34.42863084520785,34.42863084520785,4.499999999999992,797.1874999999898
0.5,crashed,Touchdown velocity exceeded safe landing limits.,ground_contact,0.0,-17.527118036418802,17.527118036418802,7.259999999999933,790.9250000000083
0.75,still_flying,Rocket has not reached the ground yet.,max_steps_reached,5930.885108914218,212.10887506731933,212.10887506731933,60.00000000000378,687.4999999999318
1.0,still_flying,Rocket has not reached the ground yet.,max_steps_reached,14171.076292737109,493.04839150977494,493.04839150977494,60.00000000000378,650.0000000001364
